Source,Env.,Sex,Stage,Species,Family,Order,Voltinism,Latitude,Longitude,Location,Altitude (m.a.s.l),Body Size,Original Units,Dry Mass (mg),LN Dry Mass,Notes
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Pardosa uintana,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1354,2.03,Carapace W (mm),0.83,-0.19,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",761,3.49,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",860,3.40,Carapace W (mm),1.00,0.00,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",958,3.38,Carapace W (mm),1.00,0.00,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1057,3.44,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1158,3.70,Carapace W (mm),1.04,0.04,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1257,3.48,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,F,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1355,3.65,Carapace W (mm),1.03,0.03,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",659,3.50,Carapace W (mm),1.02,0.02,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",761,3.22,Carapace W (mm),0.98,-0.02,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",860,3.33,Carapace W (mm),1.00,0.00,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",958,3.30,Carapace W (mm),0.99,-0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1057,3.46,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1158,3.44,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1257,3.46,Carapace W (mm),1.01,0.01,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1355,3.56,Carapace W (mm),1.02,0.02,
Bowden et al. 2013. Polar Biol. 36: 831-836 ,Terrestrial,M,Adult,Alopecosa aculeata,Lycosidae,Araneae,≤1,65.52,-137.11,"Dempster Highway, Yukon Territory, Canada.",1454,3.53,Carapace W (mm),1.02,0.02,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.99,40.96,"Fırtına Valley, CamlıhemSin-Rize, Turkey",450,3.51,Pronotum L (mm),71.11,4.26,Flightless. 2 colour morphs. Body length approximately 6x pronotum length. Order specific body length conversion taken from Sabo et al. 2012 (J. N. Am. Benthol. Soc. 21:336–343).
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.98,40.97,"Fırtına Valley, CamlıhemSin-Rize, Turkey",620,3.51,Pronotum L (mm),71.11,4.26,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.94,40.99,"Fırtına Valley, CamlıhemSin-Rize, Turkey",850,3.49,Pronotum L (mm),70.08,4.25,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.92,40.95,"Fırtına Valley, CamlıhemSin-Rize, Turkey",880,3.41,Pronotum L (mm),66.06,4.19,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.91,40.95,"Fırtına Valley, CamlıhemSin-Rize, Turkey",980,3.43,Pronotum L (mm),67.05,4.21,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.92,40.95,"Fırtına Valley, CamlıhemSin-Rize, Turkey",830,3.61,Pronotum L (mm),76.39,4.34,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.89,40.93,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1030,3.78,Pronotum L (mm),85.90,4.45,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.86,40.93,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1260,3.77,Pronotum L (mm),85.33,4.45,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.86,40.95,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1300,3.74,Pronotum L (mm),83.60,4.43,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.87,40.94,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1500,3.86,Pronotum L (mm),90.62,4.51,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.84,40.95,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1610,3.88,Pronotum L (mm),91.82,4.52,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.85,41.01,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1900,3.74,Pronotum L (mm),83.60,4.43,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.80,40.92,"Fırtına Valley, CamlıhemSin-Rize, Turkey",1930,3.77,Pronotum L (mm),85.33,4.45,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.80,40.96,"Fırtına Valley, CamlıhemSin-Rize, Turkey",2070,3.56,Pronotum L (mm),73.72,4.30,
Caglar et al. 2014. Insect Science 21: 213-226,Terrestrial,M,Adult,Isophya rizeensis,Tettigoniidae,Orthoptera,≤1,40.79,40.96,"Fırtına Valley, CamlıhemSin-Rize, Turkey",2300,3.58,Pronotum L (mm),74.78,4.31,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,7.30,Body L (mm),6.77,1.91,Suggested link with body size and altitudinal dispersal ability. Family-specific conversion taken from Sabo et al. 2012 (J. N. Am. Benthol. Soc. 21:336–343).
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,7.18,Body L (mm),6.60,1.89,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,7.35,Body L (mm),6.83,1.92,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,7.42,Body L (mm),6.93,1.94,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,7.15,Body L (mm),6.56,1.88,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,7.31,Body L (mm),6.78,1.91,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,7.30,Body L (mm),6.77,1.91,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,7.11,Body L (mm),6.50,1.87,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,7.06,Body L (mm),6.43,1.86,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,7.05,Body L (mm),6.42,1.86,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,F,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,7.13,Body L (mm),6.53,1.88,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,6.79,Body L (mm),6.07,1.80,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,6.66,Body L (mm),5.90,1.77,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,6.78,Body L (mm),6.06,1.80,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.44,15.45,Poland,1600,6.67,Body L (mm),5.91,1.78,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,6.69,Body L (mm),5.94,1.78,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,6.65,Body L (mm),5.88,1.77,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.47,15.31,Poland,1360,6.72,Body L (mm),5.98,1.79,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,6.57,Body L (mm),5.78,1.75,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,6.61,Body L (mm),5.83,1.76,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,6.59,Body L (mm),5.80,1.76,
Ceryngier 2000. Eur. J. Entomol. 97: 323-328,Terrestrial,M,Adult,Coccinella septempunctata,Coccinellidae,Coleoptera,>1,50.46,15.45,Poland,800,6.60,Body L (mm),5.82,1.76,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",92,11.58,Metafemur L (mm),90.61,4.51,"Nocturnal, burrowing, flightless. Body length appriximately 2x femur length. Order specific body length conversion taken from Sabo et al. 2012 (J. N. Am. Benthol. Soc. 21:336–343)."
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",111,12.43,Metafemur L (mm),108.55,4.69,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",171,10.55,Metafemur L (mm),71.38,4.27,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",573,13.20,Metafemur L (mm),126.59,4.84,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",91,11.49,Metafemur L (mm),88.88,4.49,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",211,10.70,Metafemur L (mm),74.12,4.31,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",217,11.77,Metafemur L (mm),94.42,4.55,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",219,8.73,Metafemur L (mm),44.03,3.78,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",223,10.68,Metafemur L (mm),73.76,4.30,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",226,8.70,Metafemur L (mm),43.76,3.78,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",231,9.57,Metafemur L (mm),55.80,4.02,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",407,11.07,Metafemur L (mm),80.85,4.39,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",546,11.37,Metafemur L (mm),86.54,4.46,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",560,11.44,Metafemur L (mm),87.84,4.48,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",562,11.68,Metafemur L (mm),92.61,4.53,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus maculifrons,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",566,11.77,Metafemur L (mm),94.39,4.55,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",38,14.73,Metafemur L (mm),167.23,5.12,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",50,15.05,Metafemur L (mm),176.88,5.18,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",95,14.08,Metafemur L (mm),149.17,5.01,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",99,15.17,Metafemur L (mm),180.33,5.19,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",99,14.75,Metafemur L (mm),168.07,5.12,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",102,14.02,Metafemur L (mm),147.44,4.99,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",104,14.45,Metafemur L (mm),159.39,5.07,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",104,14.12,Metafemur L (mm),150.38,5.01,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,F,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",576,12.16,Metafemur L (mm),102.62,4.63,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",26,13.35,Metafemur L (mm),130.35,4.87,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",38,12.42,Metafemur L (mm),108.36,4.69,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",39,13.18,Metafemur L (mm),126.10,4.84,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",50,13.53,Metafemur L (mm),134.79,4.90,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",50,13.47,Metafemur L (mm),133.14,4.89,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",61,14.40,Metafemur L (mm),158.03,5.06,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",90,13.28,Metafemur L (mm),128.38,4.85,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",92,10.19,Metafemur L (mm),65.38,4.18,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",100,13.54,Metafemur L (mm),134.94,4.90,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",104,11.28,Metafemur L (mm),84.69,4.44,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",106,10.06,Metafemur L (mm),63.29,4.15,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",142,10.17,Metafemur L (mm),65.12,4.18,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",144,9.48,Metafemur L (mm),54.36,4.00,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",159,10.76,Metafemur L (mm),75.17,4.32,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",162,13.76,Metafemur L (mm),140.73,4.95,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",163,14.31,Metafemur L (mm),155.34,5.05,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",176,12.52,Metafemur L (mm),110.67,4.71,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",183,10.66,Metafemur L (mm),73.30,4.29,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",200,14.96,Metafemur L (mm),174.17,5.16,
"Chappell et al. 2014. New Zealand Entomol. DOI:
10.1080/00779962.2014.922234",Terrestrial,M,Adult,Hemiandrus pallitarsis,Anostostomatidae,Orthoptera,≤1,-36.3,175.25,"Coromandel Peninsula, North Island, New Zealand",206,9.85,Metafemur L (mm),60.05,4.10,
