domain,phylum,Species,original.species,min.mass.g,max.mass.g,a,b,Temp.scaling,air.or.water,mass.type,K..1.y.,Linfinity,Temp.growth,annual.repro.g,tmax,Wmax,Reference,notes
Eukaryota,Arthropoda,Carabus_linnei,Carabus_linnei,0.1534,0.31254,0.2415196,0.6020894,20,aerial,wet,NA,NA,NA,NA,NA,NA,Gudowska et al. (2017) - in paper,no temperature dependence 
Eukaryota,Arthropoda,Carabus_nemoralis,Carabus_nemoralis,0.34008,1.04883,0.3147423,1.3260405,20,aerial,wet,NA,NA,NA,NA,NA,NA,Gudowska et al. (2017) - in paper,no temperature dependence 
Eukaryota,Arthropoda,Carabus_violaceus,Carabus_violaceus,0.54609,1.26119,0.2514301,1.0357288,20,aerial,wet,NA,NA,NA,NA,NA,NA,Gudowska et al. (2017) - in paper,no temperature dependence 
Eukaryota,Arthropoda,Pterostichus_burmeisteri,Pterostichus_burmeisteri,0.08687,0.20584,0.2769782,0.9114145,20,aerial,wet,NA,NA,NA,NA,NA,NA,Gudowska et al. (2017) - in paper,no temperature dependence 
Eukaryota,Arthropoda,Acheta_domesticus,Acheta_domesticus,0.242,0.529,0.3207799,0.873,25,aerial,wet,NA,NA,NA,NA,NA,NA,Hack (1997),no temperature dependence 
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,0.00017,0.00075,NA,1.0028,2,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,9.00E-05,0.0017,NA,0.981,7,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,0.00013,0.00205,NA,0.8984,11,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,7.00E-05,0.00145,NA,0.9267,15,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,8.00E-05,0.00175,NA,0.8271,20,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Gammarus_lacustris,Gammarus_lacustris,0.0038,0.0088,NA,1.2115,2,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Gammarus_lacustris,Gammarus_lacustris,0.0053,0.0104,NA,1.6701,7,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Gammarus_lacustris,Gammarus_lacustris,0.005,0.0105,NA,1.0361,11,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Gammarus_lacustris,Gammarus_lacustris,7.00E-05,0.007,NA,0.7356,15,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Gammarus_lacustris,Gammarus_lacustris,5.00E-05,0.0093,NA,0.7334,20,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Nemoura_avicularis,Nemoura_avicularis,0.00021,0.0034,NA,0.7472,7,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Polycentropus_flavomaculatus,Polycentropus_flavomaculatus,0.00165,0.00285,NA,0.3889,2,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Polycentropus_flavomaculatus,Polycentropus_flavomaculatus,8.00E-05,0.0029,NA,0.6736,7,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Polycentropus_flavomaculatus,Polycentropus_flavomaculatus,5.00E-05,0.0025,NA,0.813,11,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Polycentropus_flavomaculatus,Polycentropus_flavomaculatus,6.00E-05,0.0037,NA,0.8064,15,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Polycentropus_flavomaculatus,Polycentropus_flavomaculatus,2.00E-05,0.0049,NA,0.6531,20,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Tinodes_waeneri,Tinodes_waeneri,0.00037,0.00225,NA,1.1143,2,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Tinodes_waeneri,Tinodes_waeneri,6.00E-05,0.0027,NA,0.8019,7,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Tinodes_waeneri,Tinodes_waeneri,9.00E-05,0.0033,NA,0.8268,11,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Tinodes_waeneri,Tinodes_waeneri,4.00E-05,0.00205,NA,0.8836,15,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Tinodes_waeneri,Tinodes_waeneri,3.00E-05,0.0031,NA,0.5338,20,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Hamburger and Dall (1990),ready for digitisation (temperature-MR data for around 5 aquatic arthropods)
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.741,5,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.714,10,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.804,15,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.854,20,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.589,25,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.789,5,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.852,10,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.842,15,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.747,20,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.637,25,aerial,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.592,5,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.752,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.625,15,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.782,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Macrophthalmus_hirtipes,Macrophthalmus_hirtipes,0.015,0.5,NA,0.878,25,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.654,5,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.674,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.713,15,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.045,0.6,NA,0.644,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Austrohelice_crassa,Helice_crassa,0.1,0.6,NA,0.945,25,aquatic,dry,NA,NA,NA,NA,NA,NA,Hawkins et al. (1982),crab
Eukaryota,Arthropoda,Leptomysis_lingvura,Leptomys_lingvura,NA,NA,NA,0.71,20.5,aquatic,protein,NA,NA,NA,NA,NA,NA,Herrera et al. (2011),no temperature dependence
Eukaryota,Arthropoda,Carcinus_aestuarii,Carcinus_mediterraneus,2,9,NA,0.815,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Carcinus_aestuarii,Carcinus_mediterraneus,2,9,NA,0.599,30,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,1,6,NA,0.654,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,1,6,NA,0.41,30,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Carcinus_aestuarii,Carcinus_mediterraneus,2,9,NA,0.696,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Carcinus_aestuarii,Carcinus_mediterraneus,2,9,NA,0.813,30,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,1,6,NA,0.751,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,1,6,NA,0.474,30,aquatic,dry,NA,NA,NA,NA,NA,NA,Houlihan and Innes (1984),crab
Eukaryota,Arthropoda,Lycosa_godeffroyi,Geolycosa_godeffroyi,0.0015,1.05,0.0283792,0.835,4,aerial,wet,NA,NA,NA,NA,NA,NA,Humphries (1977),spiders
Eukaryota,Arthropoda,Lycosa_godeffroyi,Geolycosa_godeffroyi,0.0015,1.05,0.0420727,0.795,10,aerial,wet,NA,NA,NA,NA,NA,NA,Humphries (1977),spiders
Eukaryota,Arthropoda,Lycosa_godeffroyi,Geolycosa_godeffroyi,0.0015,1.05,0.1047129,0.818,20,aerial,wet,NA,NA,NA,NA,NA,NA,Humphries (1977),spiders
Eukaryota,Arthropoda,Lycosa_godeffroyi,Geolycosa_godeffroyi,0.0015,1.05,0.1682674,0.847,30,aerial,wet,NA,NA,NA,NA,NA,NA,Humphries (1977),spiders
Eukaryota,Arthropoda,Lycosa_godeffroyi,Geolycosa_godeffroyi,0.0015,1.05,0.2443431,0.813,40,aerial,wet,NA,NA,NA,NA,NA,NA,Humphries (1977),spiders
Eukaryota,Arthropoda,Cyclograpsus_lavauxi,Cyclograpsus_lavauxii,0.5,5,0.03671,0.701,10,aquatic,wet,NA,NA,NA,NA,NA,NA,Innes et al. (1986),no temperature dependence
Eukaryota,Arthropoda,Cyclograpsus_lavauxi,Cyclograpsus_lavauxii,0.25,5,0.02644,0.658,10,aerial,wet,NA,NA,NA,NA,NA,NA,Innes et al. (1986),no temperature dependence
Eukaryota,Arthropoda,Sagmariasus_verreauxi,Sagmariasus_verreauxi_,7,331,NA,0.914,23,aquatic,dry,NA,NA,NA,NA,NA,NA,Jensen et al. (2013),no temperature dependence
Eukaryota,Arthropoda,Asellus_racovitzai,Asellus_racovitzai,NA,NA,NA,0.7323,10,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Johnson and Brinkhurst (1971),ready for digitisation
Eukaryota,Arthropoda,Asellus_racovitzai,Asellus_racovitzai,NA,NA,NA,0.6705,10,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Johnson and Brinkhurst (1971),ready for digitisation
Eukaryota,Arthropoda,Monoporeia_affinis,Pontoporeia_affinis,NA,NA,NA,0.6567,10,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Johnson and Brinkhurst (1971),ready for digitisation
Eukaryota,Arthropoda,Monoporeia_affinis,Pontoporeia_affinis,NA,NA,NA,0.436,1,aquatic,AFDW,NA,NA,NA,NA,NA,NA,Johnson and Brinkhurst (1971),ready for digitisation
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,0.043,18,NA,0.754,13.5,aquatic,wet,NA,NA,NA,NA,NA,NA,Katsanevakis et al. (2007),octopus
Eukaryota,Arthropoda,Pachygrapsus_marmoratus,Pachygrapsus_marmoratus,0.043,18,NA,0.754,28,aquatic,wet,NA,NA,NA,NA,NA,NA,Katsanevakis et al. (2007),octopus
Eukaryota,Arthropoda,Metazygia_rogenhoferi,Metazygia_rogenhoferi,0.014,0.0245,0.2967,0.6287,25,aerial,wet,NA,NA,NA,NA,NA,NA,Kawamoto et al. (2011),no temperature dependence
Eukaryota,Arthropoda,Zosis_geniculata,Zosis_geniculata,0.0242,0.0637,0.7885,0.6804,25,aerial,wet,NA,NA,NA,NA,NA,NA,Kawamoto et al. (2011),no temperature dependence
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,0.776,0,aquatic,dry,NA,NA,NA,NA,NA,NA,Lasenby (1972),ready for digitisation
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,0.734,2,aquatic,dry,NA,NA,NA,NA,NA,NA,Lasenby (1972),ready for digitisation
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,0.723,4,aquatic,dry,NA,NA,NA,NA,NA,NA,Lasenby (1972),ready for digitisation
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,0.779,6,aquatic,dry,NA,NA,NA,NA,NA,NA,Lasenby (1972),ready for digitisation
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,0.747,8,aquatic,dry,NA,NA,NA,NA,NA,NA,Lasenby (1972),ready for digitisation
